fecha,hora,generacion_kwh
2027-06-29,5,0.0
2027-06-29,6,0.01
2027-06-29,7,0.09
2027-06-29,8,0.55
2027-06-29,9,2.65
2027-06-29,10,9.78
2027-06-29,11,27.68
2027-06-29,12,59.98
2027-06-29,13,99.56
2027-06-29,14,126.56
2027-06-29,15,123.23
2027-06-29,16,91.9
2027-06-29,17,52.49
2027-06-29,18,22.97
2027-06-29,19,7.7
2027-06-29,20,1.98
2027-06-29,21,0.39
2027-06-29,22,0.06
2027-06-29,23,0.01
2027-06-29,24,0.0
2027-06-30,1,0.0
2027-06-30,2,0.0
2027-06-30,3,0.0
2027-06-30,4,0.0
2027-06-30,5,0.0
2027-06-30,6,0.01
2027-06-30,7,0.11
2027-06-30,8,0.72
2027-06-30,9,3.48
2027-06-30,10,12.87
2027-06-30,11,36.41
2027-06-30,12,78.91
2027-06-30,13,130.97
2027-06-30,14,166.49
2027-06-30,15,162.11
2027-06-30,16,120.9
2027-06-30,17,69.06
2027-06-30,18,30.21
2027-06-30,19,10.12
2027-06-30,20,2.6
2027-06-30,21,0.51
2027-06-30,22,0.08
2027-06-30,23,0.01
2027-06-30,24,0.0
2027-07-01,1,0.0
2027-07-01,2,0.0
2027-07-01,3,0.0
2027-07-01,4,0.0
2027-07-01,5,0.0
2027-07-01,6,0.01
2027-07-01,7,0.12
2027-07-01,8,0.74
2027-07-01,9,3.56
2027-07-01,10,13.16
2027-07-01,11,37.23
2027-07-01,12,80.68
2027-07-01,13,133.9
2027-07-01,14,170.22
2027-07-01,15,165.74
2027-07-01,16,123.61
2027-07-01,17,70.61
2027-07-01,18,30.89
2027-07-01,19,10.35
2027-07-01,20,2.66
2027-07-01,21,0.52
2027-07-01,22,0.08
2027-07-01,23,0.01
2027-07-01,24,0.0
2027-07-02,1,0.0
2027-07-02,2,0.0
2027-07-02,3,0.0
2027-07-02,4,0.0
2027-07-02,5,0.0
2027-07-02,6,0.01
2027-07-02,7,0.08
2027-07-02,8,0.53
2027-07-02,9,2.57
2027-07-02,10,9.51
2027-07-02,11,26.89
2027-07-02,12,58.27
2027-07-02,13,96.72
2027-07-02,14,122.96
2027-07-02,15,119.72
2027-07-02,16,89.28
2027-07-02,17,51.0
2027-07-02,18,22.31
2027-07-02,19,7.48
2027-07-02,20,1.92
2027-07-02,21,0.38
2027-07-02,22,0.06
2027-07-02,23,0.01
2027-07-02,24,0.0
2027-07-03,1,0.0
2027-07-03,2,0.0
2027-07-03,3,0.0
2027-07-03,4,0.0
2027-07-03,5,0.0
2027-07-03,6,0.02
2027-07-03,7,0.14
2027-07-03,8,0.88
2027-07-03,9,4.27
2027-07-03,10,15.76
2027-07-03,11,44.58
2027-07-03,12,96.61
2027-07-03,13,160.34
2027-07-03,14,203.83
2027-07-03,15,198.47
2027-07-03,16,148.01
2027-07-03,17,84.55
2027-07-03,18,36.99
2027-07-03,19,12.4
2027-07-03,20,3.18
2027-07-03,21,0.63
2027-07-03,22,0.09
2027-07-03,23,0.01
2027-07-03,24,0.0
2027-07-04,1,0.0
2027-07-04,2,0.0
2027-07-04,3,0.0
2027-07-04,4,0.0
2027-07-04,5,0.0
2027-07-04,6,0.01
2027-07-04,7,0.07
2027-07-04,8,0.45
2027-07-04,9,2.18
2027-07-04,10,8.05
2027-07-04,11,22.77
2027-07-04,12,49.35
2027-07-04,13,81.9
2027-07-04,14,104.12
2027-07-04,15,101.38
2027-07-04,16,75.61
2027-07-04,17,43.19
2027-07-04,18,18.89
2027-07-04,19,6.33
2027-07-04,20,1.63
2027-07-04,21,0.32
2027-07-04,22,0.05
2027-07-04,23,0.01
2027-07-04,24,0.0
2027-07-05,1,0.0
2027-07-05,2,0.0
2027-07-05,3,0.0
2027-07-05,4,0.0
2027-07-05,5,0.0
2027-07-05,6,0.02
2027-07-05,7,0.14
2027-07-05,8,0.88
2027-07-05,9,4.24
2027-07-05,10,15.66
2027-07-05,11,44.31
2027-07-05,12,96.03
2027-07-05,13,159.38
2027-07-05,14,202.61
2027-07-05,15,197.28
2027-07-05,16,147.13
2027-07-05,17,84.04
2027-07-05,18,36.77
2027-07-05,19,12.32
2027-07-05,20,3.16
2027-07-05,21,0.62
2027-07-05,22,0.09
2027-07-05,23,0.01
2027-07-05,24,0.0
2027-07-06,1,0.0
2027-07-06,2,0.0
2027-07-06,3,0.0
2027-07-06,4,0.0
2027-07-06,5,0.0
2027-07-06,6,0.01
2027-07-06,7,0.08
2027-07-06,8,0.53
2027-07-06,9,2.58
2027-07-06,10,9.53
2027-07-06,11,26.96
2027-07-06,12,58.42
2027-07-06,13,96.96
2027-07-06,14,123.26
2027-07-06,15,120.01
2027-07-06,16,89.5
2027-07-06,17,51.13
2027-07-06,18,22.37
2027-07-06,19,7.5
2027-07-06,20,1.92
2027-07-06,21,0.38
2027-07-06,22,0.06
2027-07-06,23,0.01
2027-07-06,24,0.0
2027-07-07,1,0.0
2027-07-07,2,0.0
2027-07-07,3,0.0
2027-07-07,4,0.0
2027-07-07,5,0.0
2027-07-07,6,0.01
2027-07-07,7,0.12
2027-07-07,8,0.73
2027-07-07,9,3.5
2027-07-07,10,12.93
2027-07-07,11,36.59
2027-07-07,12,79.3
2027-07-07,13,131.62
2027-07-07,14,167.32
2027-07-07,15,162.91
2027-07-07,16,121.5
2027-07-07,17,69.4
2027-07-07,18,30.36
2027-07-07,19,10.17
2027-07-07,20,2.61
2027-07-07,21,0.51
2027-07-07,22,0.08
2027-07-07,23,0.01
2027-07-07,24,0.0
2027-07-08,1,0.0
2027-07-08,2,0.0
2027-07-08,3,0.0
2027-07-08,4,0.0
2027-07-08,5,0.0
2027-07-08,6,0.01
2027-07-08,7,0.11
2027-07-08,8,0.72
2027-07-08,9,3.47
2027-07-08,10,12.82
2027-07-08,11,36.26
2027-07-08,12,78.57
2027-07-08,13,130.41
2027-07-08,14,165.78
2027-07-08,15,161.42
2027-07-08,16,120.38
2027-07-08,17,68.76
2027-07-08,18,30.08
2027-07-08,19,10.08
2027-07-08,20,2.59
2027-07-08,21,0.51
2027-07-08,22,0.08
2027-07-08,23,0.01
2027-07-08,24,0.0
2027-07-09,1,0.0
2027-07-09,2,0.0
2027-07-09,3,0.0
2027-07-09,4,0.0
2027-07-09,5,0.0
2027-07-09,6,0.01
2027-07-09,7,0.09
2027-07-09,8,0.54
2027-07-09,9,2.58
2027-07-09,10,9.55
2027-07-09,11,27.01
2027-07-09,12,58.54
2027-07-09,13,97.16
2027-07-09,14,123.52
2027-07-09,15,120.27
2027-07-09,16,89.69
2027-07-09,17,51.23
2027-07-09,18,22.41
2027-07-09,19,7.51
2027-07-09,20,1.93
2027-07-09,21,0.38
2027-07-09,22,0.06
2027-07-09,23,0.01
2027-07-09,24,0.0
2027-07-10,1,0.0
2027-07-10,2,0.0
2027-07-10,3,0.0
2027-07-10,4,0.0
2027-07-10,5,0.0
2027-07-10,6,0.02
2027-07-10,7,0.14
2027-07-10,8,0.87
2027-07-10,9,4.19
2027-07-10,10,15.47
2027-07-10,11,43.76
2027-07-10,12,94.83
2027-07-10,13,157.4
2027-07-10,14,200.1
2027-07-10,15,194.83
2027-07-10,16,145.3
2027-07-10,17,83.0
2027-07-10,18,36.31
2027-07-10,19,12.17
2027-07-10,20,3.12
2027-07-10,21,0.61
2027-07-10,22,0.09
2027-07-10,23,0.01
2027-07-10,24,0.0
2027-07-11,1,0.0
2027-07-11,2,0.0
2027-07-11,3,0.0
2027-07-11,4,0.0
2027-07-11,5,0.0
2027-07-11,6,0.01
2027-07-11,7,0.07
2027-07-11,8,0.45
2027-07-11,9,2.15
2027-07-11,10,7.94
2027-07-11,11,22.47
2027-07-11,12,48.69
2027-07-11,13,80.82
2027-07-11,14,102.74
2027-07-11,15,100.04
2027-07-11,16,74.61
2027-07-11,17,42.62
2027-07-11,18,18.64
2027-07-11,19,6.25
2027-07-11,20,1.6
2027-07-11,21,0.32
2027-07-11,22,0.05
2027-07-11,23,0.01
2027-07-11,24,0.0
2027-07-12,1,0.0
2027-07-12,2,0.0
2027-07-12,3,0.0
2027-07-12,4,0.0
2027-07-12,5,0.0
2027-07-12,6,0.02
2027-07-12,7,0.14
2027-07-12,8,0.87
2027-07-12,9,4.2
2027-07-12,10,15.52
2027-07-12,11,43.92
2027-07-12,12,95.16
2027-07-12,13,157.95
2027-07-12,14,200.79
2027-07-12,15,195.51
2027-07-12,16,145.8
2027-07-12,17,83.28
2027-07-12,18,36.44
2027-07-12,19,12.21
2027-07-12,20,3.13
2027-07-12,21,0.62
2027-07-12,22,0.09
2027-07-12,23,0.01
2027-07-12,24,0.0
2027-07-13,1,0.0
2027-07-13,2,0.0
2027-07-13,3,0.0
2027-07-13,4,0.0
2027-07-13,5,0.0
2027-07-13,6,0.01
2027-07-13,7,0.08
2027-07-13,8,0.52
2027-07-13,9,2.5
2027-07-13,10,9.23
2027-07-13,11,26.12
2027-07-13,12,56.6
2027-07-13,13,93.94
2027-07-13,14,119.42
2027-07-13,15,116.28
2027-07-13,16,86.72
2027-07-13,17,49.54
2027-07-13,18,21.67
2027-07-13,19,7.26
2027-07-13,20,1.86
2027-07-13,21,0.37
2027-07-13,22,0.06
2027-07-13,23,0.01
2027-07-13,24,0.0
2027-07-14,1,0.0
2027-07-14,2,0.0
2027-07-14,3,0.0
2027-07-14,4,0.0
2027-07-14,5,0.0
2027-07-14,6,0.01
2027-07-14,7,0.12
2027-07-14,8,0.73
2027-07-14,9,3.5
2027-07-14,10,12.92
2027-07-14,11,36.56
2027-07-14,12,79.22
2027-07-14,13,131.48
2027-07-14,14,167.15
2027-07-14,15,162.75
2027-07-14,16,121.37
2027-07-14,17,69.33
2027-07-14,18,30.33
2027-07-14,19,10.16
2027-07-14,20,2.61
2027-07-14,21,0.51
2027-07-14,22,0.08
2027-07-14,23,0.01
2027-07-14,24,0.0
2027-07-15,1,0.0
2027-07-15,2,0.0
2027-07-15,3,0.0
2027-07-15,4,0.0
2027-07-15,5,0.0
2027-07-15,6,0.01
2027-07-15,7,0.11
2027-07-15,8,0.7
2027-07-15,9,3.36
2027-07-15,10,12.41
2027-07-15,11,35.1
2027-07-15,12,76.07
2027-07-15,13,126.25
2027-07-15,14,160.5
2027-07-15,15,156.28
2027-07-15,16,116.55
2027-07-15,17,66.57
2027-07-15,18,29.13
2027-07-15,19,9.76
2027-07-15,20,2.51
2027-07-15,21,0.49
2027-07-15,22,0.07
2027-07-15,23,0.01
2027-07-15,24,0.0
2027-07-16,1,0.0
2027-07-16,2,0.0
2027-07-16,3,0.0
2027-07-16,4,0.0
2027-07-16,5,0.0
2027-07-16,6,0.01
2027-07-16,7,0.09
2027-07-16,8,0.54
2027-07-16,9,2.58
2027-07-16,10,9.54
2027-07-16,11,27.0
2027-07-16,12,58.5
2027-07-16,13,97.1
2027-07-16,14,123.43
2027-07-16,15,120.19
2027-07-16,16,89.63
2027-07-16,17,51.2
2027-07-16,18,22.4
2027-07-16,19,7.51
2027-07-16,20,1.93
2027-07-16,21,0.38
2027-07-16,22,0.06
2027-07-16,23,0.01
2027-07-16,24,0.0
2027-07-17,1,0.0
2027-07-17,2,0.0
2027-07-17,3,0.0
2027-07-17,4,0.0
2027-07-17,5,0.0
2027-07-17,6,0.02
2027-07-17,7,0.13
2027-07-17,8,0.85
2027-07-17,9,4.09
2027-07-17,10,15.09
2027-07-17,11,42.7
2027-07-17,12,92.52
2027-07-17,13,153.56
2027-07-17,14,195.22
2027-07-17,15,190.08
2027-07-17,16,141.76
2027-07-17,17,80.97
2027-07-17,18,35.43
2027-07-17,19,11.87
2027-07-17,20,3.05
2027-07-17,21,0.6
2027-07-17,22,0.09
2027-07-17,23,0.01
2027-07-17,24,0.0
2027-07-18,1,0.0
2027-07-18,2,0.0
2027-07-18,3,0.0
2027-07-18,4,0.0
2027-07-18,5,0.0
2027-07-18,6,0.01
2027-07-18,7,0.07
2027-07-18,8,0.44
2027-07-18,9,2.11
2027-07-18,10,7.8
2027-07-18,11,22.08
2027-07-18,12,47.84
2027-07-18,13,79.41
2027-07-18,14,100.95
2027-07-18,15,98.29
2027-07-18,16,73.3
2027-07-18,17,41.87
2027-07-18,18,18.32
2027-07-18,19,6.14
2027-07-18,20,1.58
2027-07-18,21,0.31
2027-07-18,22,0.05
2027-07-18,23,0.01
2027-07-18,24,0.0
2027-07-19,1,0.0
2027-07-19,2,0.0
2027-07-19,3,0.0
2027-07-19,4,0.0
2027-07-19,5,0.0
2027-07-19,6,0.02
2027-07-19,7,0.14
2027-07-19,8,0.86
2027-07-19,9,4.14
2027-07-19,10,15.29
2027-07-19,11,43.25
2027-07-19,12,93.72
2027-07-19,13,155.56
2027-07-19,14,197.75
2027-07-19,15,192.55
2027-07-19,16,143.6
2027-07-19,17,82.02
2027-07-19,18,35.89
2027-07-19,19,12.03
2027-07-19,20,3.09
2027-07-19,21,0.61
2027-07-19,22,0.09
2027-07-19,23,0.01
2027-07-19,24,0.0
2027-07-20,1,0.0
2027-07-20,2,0.0
2027-07-20,3,0.0
2027-07-20,4,0.0
2027-07-20,5,0.0
2027-07-20,6,0.01
2027-07-20,7,0.08
2027-07-20,8,0.5
2027-07-20,9,2.41
2027-07-20,10,8.9
2027-07-20,11,25.18
2027-07-20,12,54.56
2027-07-20,13,90.56
2027-07-20,14,115.12
2027-07-20,15,112.09
2027-07-20,16,83.59
2027-07-20,17,47.75
2027-07-20,18,20.89
2027-07-20,19,7.0
2027-07-20,20,1.8
2027-07-20,21,0.35
2027-07-20,22,0.05
2027-07-20,23,0.01
2027-07-20,24,0.0
2027-07-21,1,0.0
2027-07-21,2,0.0
2027-07-21,3,0.0
2027-07-21,4,0.0
2027-07-21,5,0.0
2027-07-21,6,0.01
2027-07-21,7,0.11
2027-07-21,8,0.72
2027-07-21,9,3.47
2027-07-21,10,12.83
2027-07-21,11,36.3
2027-07-21,12,78.66
2027-07-21,13,130.56
2027-07-21,14,165.97
2027-07-21,15,161.61
2027-07-21,16,120.52
2027-07-21,17,68.84
2027-07-21,18,30.12
2027-07-21,19,10.09
2027-07-21,20,2.59
2027-07-21,21,0.51
2027-07-21,22,0.08
2027-07-21,23,0.01
2027-07-21,24,0.0
2027-07-22,1,0.0
2027-07-22,2,0.0
2027-07-22,3,0.0
2027-07-22,4,0.0
2027-07-22,5,0.0
2027-07-22,6,0.01
2027-07-22,7,0.11
2027-07-22,8,0.67
2027-07-22,9,3.23
2027-07-22,10,11.94
2027-07-22,11,33.78
2027-07-22,12,73.21
2027-07-22,13,121.5
2027-07-22,14,154.46
2027-07-22,15,150.4
2027-07-22,16,112.16
2027-07-22,17,64.07
2027-07-22,18,28.03
2027-07-22,19,9.39
2027-07-22,20,2.41
2027-07-22,21,0.47
2027-07-22,22,0.07
2027-07-22,23,0.01
2027-07-22,24,0.0
2027-07-23,1,0.0
2027-07-23,2,0.0
2027-07-23,3,0.0
2027-07-23,4,0.0
2027-07-23,5,0.0
2027-07-23,6,0.01
2027-07-23,7,0.08
2027-07-23,8,0.53
2027-07-23,9,2.57
2027-07-23,10,9.49
2027-07-23,11,26.84
2027-07-23,12,58.15
2027-07-23,13,96.52
2027-07-23,14,122.7
2027-07-23,15,119.47
2027-07-23,16,89.1
2027-07-23,17,50.89
2027-07-23,18,22.27
2027-07-23,19,7.46
2027-07-23,20,1.92
2027-07-23,21,0.38
2027-07-23,22,0.06
2027-07-23,23,0.01
2027-07-23,24,0.0
2027-07-24,1,0.0
2027-07-24,2,0.0
2027-07-24,3,0.0
2027-07-24,4,0.0
2027-07-24,5,0.0
2027-07-24,6,0.02
2027-07-24,7,0.13
2027-07-24,8,0.82
2027-07-24,9,3.96
2027-07-24,10,14.63
2027-07-24,11,41.4
2027-07-24,12,89.71
2027-07-24,13,148.89
2027-07-24,14,189.28
2027-07-24,15,184.3
2027-07-24,16,137.45
2027-07-24,17,78.51
2027-07-24,18,34.35
2027-07-24,19,11.51
2027-07-24,20,2.95
2027-07-24,21,0.58
2027-07-24,22,0.09
2027-07-24,23,0.01
2027-07-24,24,0.0
2027-07-25,1,0.0
2027-07-25,2,0.0
2027-07-25,3,0.0
2027-07-25,4,0.0
2027-07-25,5,0.0
2027-07-25,6,0.01
2027-07-25,7,0.07
2027-07-25,8,0.43
2027-07-25,9,2.07
2027-07-25,10,7.63
2027-07-25,11,21.6
2027-07-25,12,46.8
2027-07-25,13,77.68
2027-07-25,14,98.76
2027-07-25,15,96.16
2027-07-25,16,71.71
2027-07-25,17,40.96
2027-07-25,18,17.92
2027-07-25,19,6.01
2027-07-25,20,1.54
2027-07-25,21,0.3
2027-07-25,22,0.05
2027-07-25,23,0.01
2027-07-25,24,0.0
2027-07-26,1,0.0
2027-07-26,2,0.0
2027-07-26,3,0.0
2027-07-26,4,0.0
2027-07-26,5,0.0
2027-07-26,6,0.02
2027-07-26,7,0.13
2027-07-26,8,0.84
2027-07-26,9,4.05
2027-07-26,10,14.96
2027-07-26,11,42.33
2027-07-26,12,91.73
2027-07-26,13,152.25
2027-07-26,14,193.55
2027-07-26,15,188.46
2027-07-26,16,140.55
2027-07-26,17,80.28
2027-07-26,18,35.12
2027-07-26,19,11.77
2027-07-26,20,3.02
2027-07-26,21,0.59
2027-07-26,22,0.09
2027-07-26,23,0.01
2027-07-26,24,0.0
2027-07-27,1,0.0
2027-07-27,2,0.0
2027-07-27,3,0.0
2027-07-27,4,0.0
2027-07-27,5,0.0
2027-07-27,6,0.01
2027-07-27,7,0.08
2027-07-27,8,0.48
2027-07-27,9,2.31
2027-07-27,10,8.54
2027-07-27,11,24.15
2027-07-27,12,52.33
2027-07-27,13,86.85
2027-07-27,14,110.41
2027-07-27,15,107.5
2027-07-27,16,80.17
2027-07-27,17,45.8
2027-07-27,18,20.04
2027-07-27,19,6.71
2027-07-27,20,1.72
2027-07-27,21,0.34
2027-07-27,22,0.05
2027-07-27,23,0.01
2027-07-27,24,0.0
2027-07-28,1,0.0
2027-07-28,2,0.0
2027-07-28,3,0.0
2027-07-28,4,0.0
2027-07-28,5,0.0
2027-07-28,6,0.01
2027-07-28,7,0.11
2027-07-28,8,0.71
2027-07-28,9,3.43
2027-07-28,10,12.66
2027-07-28,11,35.83
2027-07-28,12,77.64
2027-07-28,13,128.86
2027-07-28,14,163.81
2027-07-28,15,159.5
2027-07-28,16,118.95
2027-07-28,17,67.95
2027-07-28,18,29.73
2027-07-28,19,9.96
2027-07-28,20,2.56
2027-07-28,21,0.5
2027-07-28,22,0.08
2027-07-28,23,0.01
2027-07-28,24,0.0
2027-07-29,1,0.0
2027-07-29,2,0.0
2027-07-29,3,0.0
2027-07-29,4,0.0
2027-07-29,5,0.0
2027-07-29,6,0.01
2027-07-29,7,0.1
2027-07-29,8,0.64
2027-07-29,9,3.09
2027-07-29,10,11.42
2027-07-29,11,32.32
2027-07-29,12,70.03
2027-07-29,13,116.24
2027-07-29,14,147.77
2027-07-29,15,143.88
2027-07-29,16,107.3
2027-07-29,17,61.29
2027-07-29,18,26.81
2027-07-29,19,8.99
2027-07-29,20,2.31
2027-07-29,21,0.45
2027-07-29,22,0.07
2027-07-29,23,0.01
2027-07-29,24,0.0
2027-07-30,1,0.0
2027-07-30,2,0.0
2027-07-30,3,0.0
2027-07-30,4,0.0
2027-07-30,5,0.0
2027-07-30,6,0.01
2027-07-30,7,0.08
2027-07-30,8,0.53
2027-07-30,9,2.54
2027-07-30,10,9.38
2027-07-30,11,26.53
2027-07-30,12,57.5
2027-07-30,13,95.43
2027-07-30,14,121.32
2027-07-30,15,118.12
2027-07-30,16,88.09
2027-07-30,17,50.32
2027-07-30,18,22.02
2027-07-30,19,7.38
2027-07-30,20,1.89
2027-07-30,21,0.37
2027-07-30,22,0.06
2027-07-30,23,0.01
2027-07-30,24,0.0
2027-07-31,1,0.0
2027-07-31,2,0.0
2027-07-31,3,0.0
2027-07-31,4,0.0
2027-07-31,5,0.0
2027-07-31,6,0.02
2027-07-31,7,0.13
2027-07-31,8,0.79
2027-07-31,9,3.82
2027-07-31,10,14.1
2027-07-31,11,39.89
2027-07-31,12,86.44
2027-07-31,13,143.47
2027-07-31,14,182.38
2027-07-31,15,177.58
2027-07-31,16,132.44
2027-07-31,17,75.65
2027-07-31,18,33.1
2027-07-31,19,11.09
2027-07-31,20,2.85
2027-07-31,21,0.56
2027-07-31,22,0.08
2027-07-31,23,0.01
2027-07-31,24,0.0
2027-08-01,1,0.0
2027-08-01,2,0.0
2027-08-01,3,0.0
2027-08-01,4,0.0
2027-08-01,5,0.0
2027-08-01,6,0.01
2027-08-01,7,0.07
2027-08-01,8,0.42
2027-08-01,9,2.01
2027-08-01,10,7.44
2027-08-01,11,21.04
2027-08-01,12,45.59
2027-08-01,13,75.66
2027-08-01,14,96.19
2027-08-01,15,93.65
2027-08-01,16,69.84
2027-08-01,17,39.9
2027-08-01,18,17.45
2027-08-01,19,5.85
2027-08-01,20,1.5
2027-08-01,21,0.3
2027-08-01,22,0.04
2027-08-01,23,0.01
2027-08-01,24,0.0
2027-08-02,1,0.0
2027-08-02,2,0.0
2027-08-02,3,0.0
2027-08-02,4,0.0
2027-08-02,5,0.0
2027-08-02,6,0.02
2027-08-02,7,0.13
2027-08-02,8,0.82
2027-08-02,9,3.94
2027-08-02,10,14.55
2027-08-02,11,41.17
2027-08-02,12,89.22
2027-08-02,13,148.09
2027-08-02,14,188.26
2027-08-02,15,183.3
2027-08-02,16,136.7
2027-08-02,17,78.09
2027-08-02,18,34.16
2027-08-02,19,11.45
2027-08-02,20,2.94
2027-08-02,21,0.58
2027-08-02,22,0.09
2027-08-02,23,0.01
2027-08-02,24,0.0
2027-08-03,1,0.0
2027-08-03,2,0.0
2027-08-03,3,0.0
2027-08-03,4,0.0
2027-08-03,5,0.0
2027-08-03,6,0.01
2027-08-03,7,0.07
2027-08-03,8,0.46
2027-08-03,9,2.2
2027-08-03,10,8.14
2027-08-03,11,23.04
2027-08-03,12,49.93
2027-08-03,13,82.88
2027-08-03,14,105.36
2027-08-03,15,102.58
2027-08-03,16,76.5
2027-08-03,17,43.7
2027-08-03,18,19.12
2027-08-03,19,6.41
2027-08-03,20,1.64
2027-08-03,21,0.32
2027-08-03,22,0.05
2027-08-03,23,0.01
2027-08-03,24,0.0
2027-08-04,1,0.0
2027-08-04,2,0.0
2027-08-04,3,0.0
2027-08-04,4,0.0
2027-08-04,5,0.0
2027-08-04,6,0.01
2027-08-04,7,0.11
2027-08-04,8,0.7
2027-08-04,9,3.36
2027-08-04,10,12.42
2027-08-04,11,35.14
2027-08-04,12,76.16
2027-08-04,13,126.4
2027-08-04,14,160.69
2027-08-04,15,156.46
2027-08-04,16,116.68
2027-08-04,17,66.65
2027-08-04,18,29.16
2027-08-04,19,9.77
2027-08-04,20,2.51
2027-08-04,21,0.49
2027-08-04,22,0.07
2027-08-04,23,0.01
2027-08-04,24,0.0
2027-08-05,1,0.0
2027-08-05,2,0.0
2027-08-05,3,0.0
2027-08-05,4,0.0
2027-08-05,5,0.0
2027-08-05,6,0.01
2027-08-05,7,0.1
2027-08-05,8,0.61
2027-08-05,9,2.94
2027-08-05,10,10.86
2027-08-05,11,30.73
2027-08-05,12,66.6
2027-08-05,13,110.53
2027-08-05,14,140.52
2027-08-05,15,136.82
2027-08-05,16,102.04
2027-08-05,17,58.28
2027-08-05,18,25.5
2027-08-05,19,8.54
2027-08-05,20,2.19
2027-08-05,21,0.43
2027-08-05,22,0.06
2027-08-05,23,0.01
2027-08-05,24,0.0
2027-08-06,1,0.0
2027-08-06,2,0.0
2027-08-06,3,0.0
2027-08-06,4,0.0
2027-08-06,5,0.0
2027-08-06,6,0.01
2027-08-06,7,0.08
2027-08-06,8,0.52
2027-08-06,9,2.5
2027-08-06,10,9.22
2027-08-06,11,26.09
2027-08-06,12,56.54
2027-08-06,13,93.84
2027-08-06,14,119.29
2027-08-06,15,116.15
2027-08-06,16,86.62
2027-08-06,17,49.48
2027-08-06,18,21.65
2027-08-06,19,7.25
2027-08-06,20,1.86
2027-08-06,21,0.37
2027-08-06,22,0.06
2027-08-06,23,0.01
2027-08-06,24,0.0
2027-08-07,1,0.0
2027-08-07,2,0.0
2027-08-07,3,0.0
2027-08-07,4,0.0
2027-08-07,5,0.0
2027-08-07,6,0.01
2027-08-07,7,0.12
2027-08-07,8,0.76
2027-08-07,9,3.65
2027-08-07,10,13.5
2027-08-07,11,38.19
2027-08-07,12,82.77
2027-08-07,13,137.37
2027-08-07,14,174.63
2027-08-07,15,170.04
2027-08-07,16,126.81
2027-08-07,17,72.43
2027-08-07,18,31.69
2027-08-07,19,10.62
2027-08-07,20,2.73
2027-08-07,21,0.54
2027-08-07,22,0.08
2027-08-07,23,0.01
2027-08-07,24,0.0
2027-08-08,1,0.0
2027-08-08,2,0.0
2027-08-08,3,0.0
2027-08-08,4,0.0
2027-08-08,5,0.0
2027-08-08,6,0.01
2027-08-08,7,0.06
2027-08-08,8,0.4
2027-08-08,9,1.95
2027-08-08,10,7.21
2027-08-08,11,20.4
2027-08-08,12,44.2
2027-08-08,13,73.36
2027-08-08,14,93.26
2027-08-08,15,90.81
2027-08-08,16,67.72
2027-08-08,17,38.68
2027-08-08,18,16.92
2027-08-08,19,5.67
2027-08-08,20,1.46
2027-08-08,21,0.29
2027-08-08,22,0.04
2027-08-08,23,0.0
2027-08-08,24,0.0
2027-08-09,1,0.0
2027-08-09,2,0.0
2027-08-09,3,0.0
2027-08-09,4,0.0
2027-08-09,5,0.0
2027-08-09,6,0.02
2027-08-09,7,0.13
2027-08-09,8,0.79
2027-08-09,9,3.81
2027-08-09,10,14.07
2027-08-09,11,39.79
2027-08-09,12,86.23
2027-08-09,13,143.13
2027-08-09,14,181.95
2027-08-09,15,177.16
2027-08-09,16,132.12
2027-08-09,17,75.47
2027-08-09,18,33.02
2027-08-09,19,11.06
2027-08-09,20,2.84
2027-08-09,21,0.56
2027-08-09,22,0.08
2027-08-09,23,0.01
2027-08-09,24,0.0
2027-08-10,1,0.0
2027-08-10,2,0.0
2027-08-10,3,0.0
2027-08-10,4,0.0
2027-08-10,5,0.0
2027-08-10,6,0.01
2027-08-10,7,0.07
2027-08-10,8,0.43
2027-08-10,9,2.09
2027-08-10,10,7.73
2027-08-10,11,21.88
2027-08-10,12,47.41
2027-08-10,13,78.69
2027-08-10,14,100.03
2027-08-10,15,97.4
2027-08-10,16,72.64
2027-08-10,17,41.49
2027-08-10,18,18.15
2027-08-10,19,6.08
2027-08-10,20,1.56
2027-08-10,21,0.31
2027-08-10,22,0.05
2027-08-10,23,0.01
2027-08-10,24,0.0
2027-08-11,1,0.0
2027-08-11,2,0.0
2027-08-11,3,0.0
2027-08-11,4,0.0
2027-08-11,5,0.0
2027-08-11,6,0.01
2027-08-11,7,0.11
2027-08-11,8,0.68
2027-08-11,9,3.28
2027-08-11,10,12.11
2027-08-11,11,34.26
2027-08-11,12,74.24
2027-08-11,13,123.22
2027-08-11,14,156.65
2027-08-11,15,152.53
2027-08-11,16,113.75
2027-08-11,17,64.98
2027-08-11,18,28.43
2027-08-11,19,9.53
2027-08-11,20,2.44
2027-08-11,21,0.48
2027-08-11,22,0.07
2027-08-11,23,0.01
2027-08-11,24,0.0
2027-08-12,1,0.0
2027-08-12,2,0.0
2027-08-12,3,0.0
2027-08-12,4,0.0
2027-08-12,5,0.0
2027-08-12,6,0.01
2027-08-12,7,0.09
2027-08-12,8,0.58
2027-08-12,9,2.78
2027-08-12,10,10.27
2027-08-12,11,29.05
2027-08-12,12,62.95
2027-08-12,13,104.48
2027-08-12,14,132.82
2027-08-12,15,129.33
2027-08-12,16,96.45
2027-08-12,17,55.09
2027-08-12,18,24.1
2027-08-12,19,8.08
2027-08-12,20,2.07
2027-08-12,21,0.41
2027-08-12,22,0.06
2027-08-12,23,0.01
